ts,ihd03A,ihd05A,ihd07A,ithdA
1588750481920,0.0,0.0,0.0,0.0
1588750481940,0.0,0.0,0.0,0.0
1588750481960,0.0,0.0,0.0,0.0
1588750481980,0.0,0.0,0.0,0.0
1588750482001,0.0,0.0,0.0,0.0
1588750482021,0.0,0.0,0.0,0.0
1588750482041,0.0,0.0,0.0,0.0
1588750482061,0.0,0.0,0.0,0.0
1588750482081,0.0,0.0,0.0,0.0
1588750482101,0.0,0.0,0.0,0.0
1588750482121,0.0,0.0,0.0,0.0
1588750482142,0.0,0.0,0.0,0.0
1588750482162,0.0,0.0,0.0,0.0
1588750482183,0.0,0.0,0.0,0.0
1588750482203,0.0,0.0,0.0,0.0
1588750482228,0.0,0.0,0.0,0.0
1588750482249,0.0,0.0,0.0,0.0
1588750482269,0.0,0.0,0.0,0.0
1588750482290,0.0,0.0,0.0,0.0
1588750482310,0.0,0.0,0.0,0.0
1588750482330,0.0,0.0,0.0,0.0
1588750482350,0.0,0.0,0.0,0.0
1588750482371,0.0,0.0,0.0,0.0
1588750482392,0.0,0.0,0.0,0.0
1588750482412,0.0,0.0,0.0,0.0
1588750482432,0.0,0.0,0.0,0.0
1588750482452,0.0,0.0,0.0,0.0
1588750482473,0.0,0.0,0.0,0.0
1588750482498,0.0,0.0,0.0,0.0
1588750482519,0.0,0.0,0.0,0.0
1588750482540,0.0,0.0,0.0,0.0
1588750482561,0.0,0.0,0.0,0.0
1588750482582,0.0,0.0,0.0,0.0
1588750482603,0.0,0.0,0.0,0.0
1588750482624,0.0,0.0,0.0,0.0
1588750482645,0.0,0.0,0.0,0.0
1588750482665,0.0,0.0,0.0,0.0
1588750482686,0.0,0.0,0.0,0.0
1588750482707,0.0,0.0,0.0,0.0
1588750482732,0.0,0.0,0.0,0.0
1588750482753,0.0,0.0,0.0,0.0
1588750482773,0.0,0.0,0.0,0.0
1588750482794,0.0,0.0,0.0,0.0
1588750482814,0.0,0.0,0.0,0.0
1588750482834,0.0,0.0,0.0,0.0
1588750482854,0.0,0.0,0.0,0.0
1588750482878,0.0,0.0,0.0,0.0
1588750482898,0.0,0.0,0.0,0.0
1588750482918,0.0,0.0,0.0,0.0
1588750482938,0.0,0.0,0.0,0.0
1588750482958,0.0,0.0,0.0,0.0
1588750482979,0.0,0.0,0.0,0.0
1588750482999,0.0,0.0,0.0,0.0
1588750483020,0.0,0.0,0.0,0.0
1588750483041,0.0,0.0,0.0,0.0
1588750483061,0.0,0.0,0.0,0.0
1588750483082,0.0,0.0,0.0,0.0
1588750483102,0.0,0.0,0.0,0.0
1588750483123,0.0,0.0,0.0,0.0
1588750483144,0.0,0.0,0.0,0.0
1588750483165,0.0,0.0,0.0,0.0
1588750483186,0.0,0.0,0.0,0.0
1588750483207,0.0,0.0,0.0,0.0
1588750483229,0.0,0.0,0.0,0.0
1588750483249,0.0,0.0,0.0,0.0
1588750483270,0.0,0.0,0.0,0.0
1588750483291,0.0,0.0,0.0,0.0
1588750483312,0.0,0.0,0.0,0.0
1588750483333,0.0,0.0,0.0,0.0
1588750483354,0.0,0.0,0.0,0.0
1588750483378,0.0,0.0,0.0,0.0
1588750483398,0.0,0.0,0.0,0.0
1588750483418,0.0,0.0,0.0,0.0
1588750483438,0.0,0.0,0.0,0.0
1588750483458,0.0,0.0,0.0,0.0
1588750483479,0.0,0.0,0.0,0.0
1588750483500,0.0,0.0,0.0,0.0
1588750483521,0.0,0.0,0.0,0.0
1588750483541,0.0,0.0,0.0,0.0
1588750483561,0.0,0.0,0.0,0.0
1588750483582,0.0,0.0,0.0,0.0
1588750483603,0.0,0.0,0.0,0.0
1588750483623,0.0,0.0,0.0,0.0
1588750483643,0.0,0.0,0.0,0.0
1588750483663,0.0,0.0,0.0,0.0
1588750483683,0.0,0.0,0.0,0.0
1588750483704,0.0,0.0,0.0,0.0
1588750483728,0.0,0.0,0.0,0.0
1588750483749,0.0,0.0,0.0,0.0
1588750483769,0.0,0.0,0.0,0.0
1588750483789,0.0,0.0,0.0,0.0
1588750483809,0.0,0.0,0.0,0.0
1588750483829,0.0,0.0,0.0,0.0
1588750483850,0.0,0.0,0.0,0.0
1588750483870,0.0,0.0,0.0,0.0
1588750483891,0.0,0.0,0.0,0.0
1588750483911,0.0,0.0,0.0,0.0
1588750483931,0.0,0.0,0.0,0.0
1588750483951,0.0,0.0,0.0,0.0
1588750483971,0.0,0.0,0.0,0.0
1588750483992,0.0,0.0,0.0,0.0
1588750484012,0.0,0.0,0.0,0.0
1588750484033,0.0,0.0,0.0,0.0
1588750484053,0.0,0.0,0.0,0.0
1588750484073,0.0,0.0,0.0,0.0
1588750484094,0.0,0.0,0.0,0.0
1588750484118,0.0,0.0,0.0,0.0
1588750484139,0.0,0.0,0.0,0.0
1588750484159,0.0,0.0,0.0,0.0
1588750484179,0.0,0.0,0.0,0.0
1588750484199,0.0,0.0,0.0,0.0
1588750484219,0.0,0.0,0.0,0.0
1588750484239,0.0,0.0,0.0,0.0
1588750484259,0.0,0.0,0.0,0.0
1588750484279,0.0,0.0,0.0,0.0
1588750484299,0.0,0.0,0.0,0.0
1588750484319,0.0,0.0,0.0,0.0
1588750484339,0.0,0.0,0.0,0.0
1588750484359,0.0,0.0,0.0,0.0
1588750484379,0.0,0.0,0.0,0.0
1588750484399,0.0,0.0,0.0,0.0
1588750484420,0.0,0.0,0.0,0.0
1588750484441,0.0,0.0,0.0,0.0
1588750484462,0.0,0.0,0.0,0.0
1588750484483,0.0,0.0,0.0,0.0
1588750484504,0.0,0.0,0.0,0.0
1588750484528,0.0,0.0,0.0,0.0
1588750484549,0.0,0.0,0.0,0.0
1588750484569,0.0,0.0,0.0,0.0
1588750484590,0.0,0.0,0.0,0.0
1588750484610,0.0,0.0,0.0,0.0
1588750484632,0.0,0.0,0.0,0.0
1588750484653,0.0,0.0,0.0,0.0
1588750484678,0.0,0.0,0.0,0.0
1588750484699,0.0,0.0,0.0,0.0
1588750484720,0.0,0.0,0.0,0.0
1588750484745,0.0,0.0,0.0,0.0
1588750484766,0.0,0.0,0.0,0.0
1588750484786,0.0,0.0,0.0,0.0
1588750484807,0.0,0.0,0.0,0.0
1588750484827,0.0,0.0,0.0,0.0
1588750484848,0.0,0.0,0.0,0.0
1588750484868,0.0,0.0,0.0,0.0
1588750484888,0.0,0.0,0.0,0.0
1588750484908,0.0,0.0,0.0,0.0
1588750484928,0.0,0.0,0.0,0.0
1588750484949,0.0,0.0,0.0,0.0
1588750484969,0.0,0.0,0.0,0.0
1588750484990,0.0,0.0,0.0,0.0
1588750485010,0.0,0.0,0.0,0.0
1588750485031,0.0,0.0,0.0,0.0
1588750485052,0.0,0.0,0.0,0.0
1588750485076,0.0,0.0,0.0,0.0
1588750485096,0.0,0.0,0.0,0.0
1588750485118,0.0,0.0,0.0,0.0
1588750485138,0.0,0.0,0.0,0.0
1588750485158,0.0,0.0,0.0,0.0
1588750485179,0.0,0.0,0.0,0.0
1588750485200,0.0,0.0,0.0,0.0
1588750485221,0.0,0.0,0.0,0.0
1588750485242,0.0,0.0,0.0,0.0
1588750485266,0.0,0.0,0.0,0.0
1588750485286,0.0,0.0,0.0,0.0
1588750485306,0.0,0.0,0.0,0.0
1588750485326,0.0,0.0,0.0,0.0
1588750485346,0.0,0.0,0.0,0.0
1588750485366,0.0,0.0,0.0,0.0
1588750485386,0.0,0.0,0.0,0.0
1588750485408,0.0,0.0,0.0,0.0
1588750485428,0.0,0.0,0.0,0.0
1588750485448,0.0,0.0,0.0,0.0
1588750485469,0.0,0.0,0.0,0.0
1588750485490,0.0,0.0,0.0,0.0
1588750485511,0.0,0.0,0.0,0.0
1588750485532,0.0,0.0,0.0,0.0
1588750485553,0.0,0.0,0.0,0.0
1588750485577,0.0,0.0,0.0,0.0
1588750485597,0.0,0.0,0.0,0.0
1588750485617,0.0,0.0,0.0,0.0
1588750485638,0.0,0.0,0.0,0.0
1588750485658,0.0,0.0,0.0,0.0
1588750485678,0.0,0.0,0.0,0.0
1588750485698,0.0,0.0,0.0,0.0
1588750485719,0.0,0.0,0.0,0.0
1588750485740,0.0,0.0,0.0,0.0
1588750485760,0.0,0.0,0.0,0.0
1588750485780,0.0,0.0,0.0,0.0
1588750485800,0.0,0.0,0.0,0.0
1588750485821,0.0,0.0,0.0,0.0
1588750485841,0.0,0.0,0.0,0.0
1588750485862,0.0,0.0,0.0,0.0
1588750485882,0.0,0.0,0.0,0.0
1588750485902,0.0,0.0,0.0,0.0
1588750485922,0.0,0.0,0.0,0.0
1588750485943,0.0,0.0,0.0,0.0
1588750485964,0.0,0.0,0.0,0.0
1588750485984,0.0,0.0,0.0,0.0
1588750486006,0.0,0.0,0.0,0.0
1588750486027,0.0,0.0,0.0,0.0
1588750486048,0.0,0.0,0.0,0.0
1588750486069,0.0,0.0,0.0,0.0
1588750486090,0.0,0.0,0.0,0.0
1588750486111,0.0,0.0,0.0,0.0
1588750486132,0.0,0.0,0.0,0.0
1588750486152,0.0,0.0,0.0,0.0
1588750486172,9.01,7.23,3.57,399.99
1588750486192,5.68,4.31,2.87,399.99
1588750486212,4.34,2.9,1.9,331.22
1588750486233,3.38,2.21,1.07,226.75
1588750486257,2.63,1.86,0.46,164.93
1588750486277,2.03,1.7,0.08,123.39
1588750486299,1.57,1.65,0.33,94.84
1588750486319,1.16,1.67,0.6,70.48
1588750486339,0.91,1.71,0.76,55.6
1588750486359,0.73,1.75,0.87,43.94
1588750486379,0.61,1.78,0.95,35.45
1588750486400,0.47,1.83,1.03,24.26
1588750486420,0.38,1.86,1.08,15.11
1588750486440,0.32,1.89,1.12,2.19
1588750486460,0.28,1.91,1.15,0.0
1588750486480,0.25,1.92,1.16,0.0
1588750486500,0.23,1.94,1.18,0.0
1588750486520,0.22,1.96,1.19,0.0
1588750486540,0.21,1.97,1.19,0.0
1588750486560,0.2,1.98,1.2,0.0
1588750486580,0.2,1.99,1.19,0.0
1588750486600,0.19,2.0,1.19,0.0
1588750486620,0.19,2.01,1.19,0.0
1588750486640,0.18,2.02,1.19,0.0
1588750486660,0.19,2.03,1.18,0.0
1588750486680,0.19,2.04,1.18,0.0
1588750486700,0.19,2.04,1.18,0.0
1588750486720,0.19,2.05,1.18,0.0
1588750486740,0.2,2.06,1.17,0.0
1588750486760,0.2,2.06,1.17,0.0
1588750486780,0.2,2.07,1.17,0.0
1588750486800,0.21,2.07,1.16,0.0
1588750486820,0.21,2.08,1.15,0.0
1588750486840,0.21,2.08,1.15,1.53
1588750486860,0.22,2.08,1.15,2.19
1588750486880,0.22,2.08,1.15,2.55
1588750486900,0.22,2.08,1.15,2.86
1588750486920,0.22,2.08,1.14,3.08
1588750486940,0.22,2.08,1.14,3.21
1588750486960,0.22,2.09,1.14,3.28
1588750486980,0.22,2.09,1.14,3.31
1588750487000,0.22,2.09,1.14,3.31
1588750487020,0.21,2.09,1.14,3.26
1588750487040,0.22,2.09,1.14,3.29
1588750487061,0.22,2.1,1.14,3.29
1588750487081,0.22,2.1,1.14,3.28
1588750487101,0.22,2.09,1.14,3.25
1588750487121,0.22,2.09,1.14,3.22
1588750487145,0.22,2.09,1.14,3.19
1588750487165,0.22,2.08,1.14,3.08
1588750487185,0.22,2.08,1.14,3.04
1588750487205,0.22,2.07,1.13,2.98
1588750487226,0.23,2.07,1.13,3.01
1588750487249,0.23,2.06,1.13,2.96
1588750487270,0.23,2.06,1.13,2.94
1588750487290,0.23,2.05,1.14,2.95
1588750487310,0.23,2.05,1.14,2.94
1588750487330,0.22,2.05,1.14,2.95
1588750487351,0.22,2.04,1.14,2.93
1588750487371,0.22,2.04,1.14,2.91
1588750487391,0.22,2.04,1.14,2.89
1588750487411,0.22,2.04,1.14,2.87
1588750487431,0.22,2.04,1.14,2.84
1588750487451,0.22,2.04,1.14,2.84
1588750487471,0.22,2.04,1.14,2.83
1588750487491,0.22,2.04,1.14,2.83
1588750487511,0.22,2.03,1.14,2.83
1588750487534,0.22,2.03,1.14,2.81
1588750487555,0.22,2.03,1.14,2.74
1588750487577,0.22,2.03,1.14,2.78
1588750487597,0.22,2.03,1.14,2.75
1588750487617,0.22,2.03,1.14,2.76
1588750487637,0.22,2.03,1.14,2.75
1588750487657,0.22,2.03,1.14,2.75
1588750487677,0.22,2.03,1.14,2.8
1588750487697,0.22,2.03,1.14,2.76
1588750487717,0.22,2.04,1.14,2.79
1588750487737,0.22,2.04,1.15,2.73
1588750487757,0.22,2.04,1.15,2.77
1588750487777,0.22,2.03,1.15,2.79
1588750487797,0.22,2.03,1.15,2.76
1588750487817,0.22,2.03,1.15,2.8
1588750487837,0.22,2.04,1.15,2.77
1588750487857,0.22,2.04,1.15,2.78
1588750487877,0.22,2.04,1.15,2.78
1588750487897,0.22,2.04,1.15,2.68
1588750487917,0.22,2.04,1.15,2.66
1588750487937,0.22,2.04,1.15,2.64
1588750487957,0.22,2.04,1.15,2.65
1588750487977,0.22,2.04,1.15,2.69
1588750487997,0.22,2.03,1.14,2.69
1588750488017,0.21,2.03,1.14,2.69
1588750488037,0.21,2.03,1.14,2.68
1588750488057,0.21,2.04,1.14,2.71
1588750488077,0.21,2.04,1.13,2.76
1588750488097,0.21,2.04,1.13,2.75
1588750488117,0.21,2.04,1.13,2.74
1588750488137,0.22,2.04,1.12,2.73
1588750488157,0.22,2.04,1.12,2.77
1588750488177,0.22,2.04,1.12,2.82
1588750488197,0.22,2.04,1.12,2.83
1588750488217,0.23,2.04,1.12,2.84
1588750488237,0.23,2.04,1.12,2.87
1588750488257,0.23,2.05,1.12,2.87
1588750488277,0.23,2.05,1.12,2.89
1588750488297,0.23,2.05,1.13,2.82
1588750488317,0.23,2.05,1.13,2.84
1588750488337,0.23,2.06,1.13,2.81
1588750488357,0.23,2.06,1.13,2.81
1588750488377,0.23,2.06,1.13,2.81
1588750488397,0.23,2.06,1.13,2.77
1588750488417,0.23,2.06,1.14,2.78
1588750488437,0.23,2.06,1.14,2.68
1588750488457,0.22,2.06,1.14,2.64
1588750488477,0.22,2.06,1.14,2.66
1588750488497,0.22,2.06,1.14,2.6
1588750488517,0.22,2.06,1.14,2.62
1588750488537,0.22,2.06,1.14,2.61
