ts,pwrA,rpwrA,curA,apwrA,screA
1588750245665,0.3302,1.1336,0.0184,4.326,3.115
1588750245685,0.3467,-2.3734,0.0185,4.3425,1.891
1588750245705,0.3963,1.0181,0.0185,4.359,1.891
1588750245725,0.4128,4.1053,0.0186,4.3755,2.859
1588750245745,0.4128,3.3181,0.0186,4.3755,2.859
1588750245765,0.4458,3.8286,0.0187,4.3921,2.859
1588750245785,0.4458,4.0281,0.0187,4.3921,2.014
1588750245805,0.4623,-4.4104,0.0188,4.4086,2.014
1588750245825,0.4623,4.1473,0.0188,4.4086,2.367
1588750245845,0.4128,4.1474,0.0188,4.4086,2.367
1588750245865,0.3467,0.87,0.0187,4.3921,2.367
1588750245885,0.2972,1.5975,0.0186,4.3755,1.985
1588750245905,0.2477,3.1338,0.0185,4.359,1.985
1588750245925,0.2477,2.3043,0.0185,4.326,1.985
1588750245945,0.2807,2.1176,0.0184,4.326,3.058
1588750245965,0.2807,3.2316,0.0184,4.326,3.058
1588750245985,0.2642,3.2634,0.0184,4.326,2.374
1588750246005,0.2146,4.2954,0.0184,4.326,2.374
1588750246025,0.2477,4.2914,0.0184,4.326,2.374
1588750246045,0.2477,3.2467,0.0184,4.326,2.142
1588750246065,0.2807,2.1018,0.0184,4.3095,2.289
1588750246085,0.3137,3.237,0.0183,4.3095,2.289
1588750246105,0.3137,3.2343,0.0183,4.3095,2.289
1588750246125,0.2972,3.8799,0.0183,4.3095,2.798
1588750246145,0.2972,2.7981,0.0184,4.3095,2.798
1588750246165,0.2972,0.2764,0.0184,4.326,2.998
1588750246185,0.3137,0.2985,0.0185,4.3425,2.998
1588750246205,0.3467,3.8459,0.0185,4.359,2.998
1588750246225,0.3467,0.9667,0.0185,4.359,1.213
1588750246245,0.3302,2.7697,0.0186,4.3755,1.213
1588750246265,0.2807,0.2572,0.0186,4.359,2.274
1588750246285,0.2477,4.3377,0.0185,4.359,2.274
1588750246305,0.2146,2.4131,0.0185,4.3425,2.943
1588750246325,0.1816,3.9553,0.0185,4.3425,3.044
1588750246345,0.1651,3.914,0.0185,4.3425,3.044
1588750246365,0.1816,2.2969,0.0185,4.3425,3.044
1588750246385,0.2312,3.8991,0.0185,4.3425,2.519
1588750246405,0.2477,1.6187,0.0185,4.3425,2.519
1588750246425,0.2477,0.1815,0.0185,4.3425,2.51
1588750246445,0.2146,4.1325,0.0185,4.359,2.51
1588750246465,0.1651,4.3597,0.0186,4.3755,2.51
1588750246485,0.1321,4.0391,0.0187,4.3921,2.548
1588750246505,0.1321,-0.7495,0.0187,4.3921,2.548
