ts,pwrA,rpwrA,curA,apwrA,screA
1588752280299,19.9624,-5.1096,0.1525,35.7639,3.3
1588752280319,19.9294,-9.2215,0.1524,35.7309,3.3
1588752280339,19.8798,2.0336,0.1523,35.7144,3.008
1588752280359,19.8138,-4.9673,0.1521,35.6648,3.008
1588752280379,19.7808,0.3929,0.1519,35.6153,3.216
1588752280399,19.7643,-5.2563,0.1517,35.5823,3.216
1588752280419,19.7147,-10.8382,0.1515,35.5327,3.216
1588752280439,19.7147,-6.2744,0.1514,35.4997,3.216
1588752280459,19.7312,-2.0853,0.1513,35.4667,3.155
1588752280479,19.8303,-2.3453,0.1513,35.4667,3.155
1588752280499,19.9294,-10.6176,0.1514,35.4997,3.285
1588752280519,19.9459,-5.7222,0.1515,35.5327,3.285
1588752280539,19.9129,-8.2031,0.1517,35.5493,3.285
1588752280559,19.9294,-9.0933,0.1517,35.5658,3.276
1588752280579,19.9294,-9.0967,0.1518,35.5823,3.276
1588752280599,19.9624,-1.5274,0.152,35.6318,3.276
1588752280619,19.9954,-8.9892,0.1522,35.6483,3.23
1588752280639,20.0119,-2.9254,0.1523,35.6648,3.23
1588752280659,20.0615,-5.5299,0.1524,35.6979,3.227
1588752280679,20.078,-12.7071,0.1525,35.6979,3.227
1588752280699,20.0945,-13.8097,0.1526,35.7144,3.227
1588752280719,20.0945,-12.8398,0.1527,35.7309,3.209
1588752280740,20.111,-8.2027,0.1527,35.7309,3.209
1588752280760,20.0945,-8.3311,0.1528,35.7474,3.209
1588752280780,20.111,-8.8868,0.1528,35.7474,3.409
1588752280800,20.0945,-7.8652,0.1528,35.7474,3.409
1588752280820,20.0945,-4.4575,0.1528,35.7639,3.409
1588752280840,20.0615,-13.417,0.1528,35.7474,3.409
1588752280860,20.0285,-2.1451,0.1528,35.7474,3.457
1588752280880,20.0119,-10.6922,0.1528,35.7309,3.457
1588752280900,19.9789,-15.1295,0.1527,35.7144,3.457
1588752280920,19.9459,-12.2989,0.1527,35.7144,3.202
1588752280940,19.8964,-10.6814,0.1526,35.6979,3.202
1588752280960,19.8798,-11.4233,0.1526,35.6814,3.202
1588752280980,19.8964,-11.1749,0.1526,35.6814,3.25
1588752281000,19.8798,-7.8043,0.1526,35.6648,3.25
1588752281020,19.8964,-9.0308,0.1525,35.6648,3.25
1588752281040,19.9294,-10.0379,0.1524,35.6483,3.191
1588752281060,19.9624,-5.1767,0.1524,35.6318,3.191
1588752281080,19.9624,-4.7427,0.1524,35.6153,3.191
1588752281100,19.9789,-12.3063,0.1523,35.6153,3.377
1588752281120,20.0615,-7.1502,0.1523,35.6153,3.377
1588752281140,20.1605,-11.453,0.1525,35.6483,3.377
1588752281160,20.2101,-9.0824,0.1527,35.6979,3.276
1588752281180,20.2266,-9.0897,0.1528,35.7309,3.276
1588752281200,20.2266,-5.2891,0.1532,35.8134,3.276
1588752281220,20.2266,-7.6732,0.1534,35.863,3.496
1588752281240,20.2266,-6.0035,0.1537,35.929,3.496
1588752281260,20.2431,-5.534,0.154,35.9951,3.496
1588752281280,20.2266,-11.2055,0.1542,36.0446,3.242
1588752281300,20.2431,6.766,0.1544,36.0776,3.242
1588752281320,20.2926,-20.6115,0.1545,36.1106,3.236
1588752281340,20.3091,-5.4224,0.1545,36.1272,3.236
1588752281360,20.2926,-16.4541,0.1546,36.1272,3.236
1588752281380,20.2761,-8.9778,0.1545,36.1272,3.247
1588752281400,20.2596,-8.5016,0.1545,36.1106,3.247
1588752281420,20.2926,-4.6322,0.1545,36.1106,3.247
1588752281440,20.3422,-7.5137,0.1546,36.1272,3.34
1588752281460,20.3587,-9.5483,0.1548,36.1767,3.34
1588752281480,20.3917,-3.2827,0.1551,36.2593,3.34
1588752281500,20.4082,-1.3347,0.1554,36.3253,3.295
1588752281520,20.4412,-7.3986,0.1558,36.4079,3.295
1588752281540,20.4908,-6.0502,0.1561,36.4904,3.278
1588752281560,20.5238,1.4774,0.1564,36.5565,3.278
1588752281580,20.5568,-8.2283,0.1567,36.6225,3.278
1588752281600,20.5898,-12.759,0.1569,36.672,3.258
