ts,ihd03A,ihd05A,ihd07A,ithdA
1588748864581,88.3,72.07,50.97,135.56
1588748864601,88.22,72.2,51.29,135.72
1588748864621,88.12,72.23,51.61,135.94
1588748864642,88.1,72.35,51.86,136.23
1588748864666,88.16,72.46,52.17,136.61
1588748864687,88.38,72.5,52.49,136.9
1588748864707,88.51,72.46,52.6,137.06
1588748864727,88.59,72.38,52.68,137.06
1588748864748,88.67,72.3,52.68,137.14
1588748864769,88.67,72.3,52.76,137.14
1588748864789,88.67,72.3,52.68,137.22
1588748864809,88.59,72.38,52.6,137.14
1588748864829,88.46,72.42,52.49,137.09
1588748864849,88.44,72.4,52.32,137.03
1588748864870,88.46,72.42,52.25,136.98
1588748864891,88.48,72.43,52.19,137.09
1588748864912,88.56,72.43,52.09,137.09
1588748864933,88.64,72.51,52.09,137.17
1588748864957,88.67,72.54,52.04,137.22
1588748864977,88.8,72.66,51.99,137.3
1588748864997,88.9,72.68,51.84,137.33
1588748865018,88.91,72.54,51.72,137.14
1588748865039,88.8,72.3,51.58,136.82
1588748865059,88.64,72.15,51.52,136.61
1588748865080,88.46,71.84,51.42,136.26
1588748865104,88.32,71.65,51.27,135.88
1588748865127,88.38,71.56,51.26,135.78
1588748865148,88.47,71.55,51.23,135.83
1588748865169,88.64,71.62,51.21,135.89
1588748865190,88.8,71.69,51.02,136.02
1588748865211,88.86,71.73,50.89,136.1
1588748865232,88.88,71.91,50.82,136.05
1588748865253,88.89,72.0,50.83,136.08
1588748865277,88.91,72.02,50.92,136.1
1588748865297,88.88,71.99,50.98,136.13
1588748865317,88.91,71.81,51.14,136.02
1588748865338,88.95,71.63,51.31,135.83
1588748865359,88.95,71.65,51.35,135.8
1588748865380,89.03,71.65,51.43,135.8
1588748865400,89.07,71.76,51.37,135.86
1588748865420,89.12,71.88,51.25,135.94
1588748865440,89.15,72.05,51.22,136.02
1588748865460,89.23,72.33,51.17,136.34
1588748865481,89.27,72.59,51.15,136.61
1588748865501,89.29,72.77,51.08,136.64
1588748865525,89.16,72.8,51.05,136.56
1588748865546,89.05,72.72,51.06,136.32
1588748865566,88.85,72.54,50.99,136.05
1588748865587,88.78,72.4,51.03,135.94
1588748865607,88.7,72.32,51.02,135.86
1588748865627,88.64,72.25,50.96,135.81
1588748865648,88.66,72.18,51.03,135.89
1588748865668,88.71,72.12,51.18,136.08
1588748865689,88.83,72.06,51.34,136.27
1588748865709,88.95,72.01,51.41,136.54
1588748865729,89.22,71.93,51.46,136.7
1588748865749,89.35,71.9,51.41,136.7
1588748865769,89.45,71.83,51.34,136.65
1588748865789,89.32,71.71,51.07,136.33
1588748865810,89.13,71.54,50.93,136.01
1588748865830,88.96,71.47,50.88,135.79
1588748865850,88.81,71.49,50.76,135.69
1588748865871,88.76,71.69,50.73,135.68
1588748865891,88.63,71.89,50.78,135.68
1588748865912,88.52,72.04,50.79,135.84
1588748865933,88.5,72.06,50.79,135.83
1588748865953,88.46,72.02,50.77,135.71
1588748865977,88.42,71.8,50.62,135.41
1588748865997,88.3,71.4,50.37,134.69
1588748866017,88.24,71.19,50.13,134.12
1588748866037,88.25,71.03,49.9,133.78
1588748866057,88.25,71.03,49.67,133.35
1588748866077,88.22,71.1,49.47,133.23
1588748866097,88.28,71.16,49.27,133.06
1588748866118,88.21,71.1,49.17,132.84
1588748866138,88.12,71.11,49.04,132.62
1588748866158,88.07,71.25,49.15,132.69
1588748866178,88.14,71.39,49.3,132.99
1588748866198,88.27,71.64,49.45,133.55
1588748866218,88.52,71.79,49.7,134.11
1588748866239,88.66,71.96,49.81,134.58
1588748866260,88.81,72.01,49.98,134.8
1588748866281,88.91,71.98,50.12,135.1
1588748866302,88.92,71.87,50.17,135.16
1588748866326,88.93,71.76,50.13,135.26
1588748866346,88.96,71.82,50.06,135.5
1588748866366,88.98,71.89,50.08,135.89
1588748866387,89.09,72.03,50.05,136.34
1588748866407,89.1,72.17,50.2,136.79
1588748866427,89.16,72.23,50.41,137.03
1588748866448,89.08,72.09,50.58,137.27
1588748866468,89.13,71.98,50.68,137.35
1588748866488,89.17,71.88,50.75,137.25
1588748866508,89.31,71.77,50.78,137.13
1588748866529,89.36,71.79,50.7,136.94
1588748866549,89.41,71.69,50.61,136.7
1588748866570,89.37,71.59,50.32,136.02
1588748866591,89.21,71.48,50.15,135.42
1588748866612,89.0,71.27,49.97,134.76
1588748866637,88.74,71.08,49.79,134.14
1588748866658,88.45,70.73,49.64,133.45
1588748866679,88.38,70.6,49.55,133.16
1588748866700,88.31,70.41,49.48,132.9
1588748866720,88.44,70.31,49.51,132.92
1588748866741,88.65,70.32,49.54,133.09
1588748866761,88.81,70.33,49.69,133.47
1588748866782,89.02,70.38,49.8,133.93
1588748866803,89.21,70.49,49.9,134.29
1588748866827,89.21,70.56,49.9,134.43
1588748866847,89.07,70.63,49.96,134.43
1588748866867,88.84,70.69,49.96,134.48
1588748866887,88.59,70.67,49.94,134.43
1588748866907,88.32,70.7,49.99,134.22
1588748866927,88.04,70.7,49.99,134.14
1588748866947,87.8,70.67,50.02,134.07
1588748866967,87.64,70.57,50.06,134.02
1588748866987,87.63,70.55,49.95,134.05
1588748867007,87.67,70.5,49.86,134.07
1588748867027,87.71,70.59,49.85,134.17
1588748867047,87.89,70.73,49.73,134.37
1588748867067,88.03,70.92,49.67,134.51
1588748867088,88.09,71.09,49.6,134.71
1588748867108,88.14,71.34,49.6,134.76
1588748867128,88.2,71.52,49.52,134.81
1588748867148,88.23,71.73,49.6,134.91
1588748867168,88.24,71.76,49.67,134.96
1588748867189,88.34,71.93,49.77,135.24
1588748867209,88.43,72.0,49.96,135.43
1588748867229,88.59,71.98,50.19,135.71
1588748867249,88.63,71.92,50.29,135.98
1588748867270,88.7,71.83,50.39,136.06
1588748867291,88.73,71.79,50.38,136.29
1588748867311,88.72,71.88,50.46,136.57
1588748867331,88.85,71.96,50.46,136.9
1588748867351,88.83,72.06,50.48,137.13
1588748867372,88.79,72.15,50.54,137.21
1588748867393,88.67,72.12,50.7,137.25
1588748867414,88.59,72.11,50.92,137.06
1588748867434,88.35,71.97,51.1,136.91
1588748867456,88.31,71.89,51.26,136.79
1588748867477,88.26,71.85,51.47,136.94
1588748867497,88.38,71.98,51.75,137.01
1588748867517,88.5,72.13,51.92,137.21
1588748867537,88.59,72.25,52.07,137.43
1588748867557,88.91,72.6,52.26,137.85
1588748867577,89.14,72.87,52.31,138.13
1588748867598,89.55,73.22,52.42,138.56
1588748867618,89.77,73.4,52.54,138.9
1588748867639,89.94,73.47,52.59,139.04
1588748867659,90.04,73.49,52.61,139.15
1588748867680,90.09,73.54,52.57,139.09
1588748867700,90.12,73.43,52.51,138.89
1588748867720,90.28,73.36,52.46,138.83
1588748867741,90.33,73.35,52.39,138.83
1588748867761,90.5,73.37,52.34,138.87
1588748867782,90.61,73.57,52.32,138.87
1588748867802,90.61,73.65,52.32,138.95
1588748867826,90.61,73.81,52.24,139.03
1588748867847,90.63,73.77,52.12,138.95
1588748867867,90.59,73.66,51.94,138.73
1588748867888,90.56,73.47,51.68,138.43
1588748867908,90.48,73.22,51.51,138.11
1588748867928,90.25,73.08,51.44,137.89
1588748867948,89.95,72.85,51.45,137.68
1588748867968,89.77,72.75,51.52,137.49
1588748867988,89.5,72.57,51.59,137.22
1588748868008,89.39,72.46,51.57,137.0
1588748868028,89.37,72.37,51.56,136.89
1588748868048,89.33,72.34,51.46,136.75
1588748868068,89.32,72.33,51.45,136.73
1588748868089,89.28,72.3,51.35,136.59
1588748868109,89.22,72.39,51.28,136.54
1588748868129,89.17,72.5,51.22,136.59
1588748868149,89.02,72.74,51.19,136.65
1588748868170,88.77,72.96,51.31,136.68
1588748868191,88.49,73.14,51.47,136.79
1588748868212,88.41,73.22,51.52,136.93
1588748868233,88.5,73.13,51.57,137.07
1588748868253,88.78,73.06,51.63,137.24
1588748868277,88.97,73.06,51.78,137.57
1588748868298,89.25,73.09,52.04,137.79
1588748868321,89.29,73.06,52.18,137.9
1588748868341,89.37,72.77,52.49,137.81
1588748868361,89.43,72.46,52.62,137.61
1588748868382,89.48,72.05,52.75,137.38
1588748868402,89.56,71.84,52.83,137.21
1588748868427,89.57,71.64,52.81,137.07
1588748868448,89.65,71.59,52.64,136.9
1588748868469,89.66,71.62,52.44,136.79
1588748868490,89.74,71.86,52.13,136.79
1588748868511,89.73,72.0,51.92,136.9
1588748868532,89.66,72.15,51.81,136.96
1588748868553,89.63,72.25,51.88,137.15
1588748868577,89.66,72.34,51.95,137.4
1588748868597,89.71,72.38,51.99,137.48
1588748868617,89.78,72.44,52.02,137.52
1588748868638,89.82,72.47,51.96,137.57
1588748868659,89.84,72.57,51.97,137.52
1588748868680,89.74,72.63,51.88,137.49
1588748868700,89.44,72.75,51.69,137.24
1588748868720,89.14,72.79,51.49,137.0
1588748868740,88.88,72.77,51.4,136.81
1588748868760,88.72,72.69,51.32,136.73
1588748868780,88.59,72.57,51.29,136.65
1588748868801,88.42,72.41,51.24,136.51
1588748868821,88.33,72.34,51.19,136.37
1588748868842,88.26,72.2,51.14,136.18
1588748868862,88.24,72.11,51.13,136.15
1588748868887,88.26,72.12,51.14,136.18
1588748868908,88.26,72.12,50.98,136.18
1588748868928,88.26,72.04,50.98,136.1
1588748868948,88.26,71.96,50.9,136.1
1588748868968,88.44,71.89,50.91,136.21
1588748868989,88.73,71.94,50.94,136.45
1588748869009,89.09,72.05,50.96,136.75
1588748869029,89.4,72.27,50.95,137.04
1588748869049,89.65,72.32,51.02,137.14
1588748869070,89.74,72.29,50.98,137.11
1588748869090,89.82,72.3,51.01,136.77
1588748869110,89.65,72.31,50.97,136.43
1588748869130,89.48,72.3,50.97,136.13
1588748869151,89.14,72.25,50.95,135.63
1588748869171,88.95,72.25,50.85,135.38
1588748869192,88.81,72.31,50.82,135.09
1588748869212,88.66,72.19,50.77,134.84
1588748869233,88.49,72.14,50.72,134.5
1588748869254,88.19,72.1,50.69,134.19
1588748869277,88.1,72.1,50.65,134.08
1588748869297,87.98,72.19,50.67,134.01
1588748869318,88.13,72.25,50.65,134.15
1588748869339,88.29,72.35,50.65,134.38
1588748869360,88.53,72.38,50.55,134.67
1588748869380,88.65,72.43,50.45,134.85
1588748869401,88.68,72.54,50.28,135.07
1588748869421,88.76,72.56,50.15,135.19
1588748869442,88.69,72.66,50.0,135.27
1588748869463,88.67,72.75,49.9,135.39
1588748869484,88.69,72.88,49.87,135.31
1588748869505,88.6,72.9,49.85,135.28
1588748869527,88.58,72.89,49.87,135.28
1588748869550,88.57,72.75,49.98,135.23
1588748869571,88.45,72.49,50.17,135.08
1588748869596,88.36,72.25,50.38,135.05
1588748869617,88.15,71.9,50.48,134.8
1588748869638,87.9,71.6,50.43,134.51
1588748869659,87.68,71.19,50.34,134.14
1588748869680,87.46,70.92,50.2,133.77
1588748869701,87.27,70.55,50.0,133.33
1588748869721,87.06,70.23,49.89,132.94
1588748869742,87.02,70.0,49.9,132.77
1588748869762,87.01,70.06,49.97,132.74
1588748869787,87.15,70.18,50.0,132.91
1588748869808,87.36,70.45,50.1,133.28
1588748869828,87.55,70.68,50.15,133.6
1588748869849,87.77,71.02,50.17,133.96
1588748869869,87.95,71.26,50.31,134.28
1588748869890,88.14,71.5,50.45,134.68
1588748869910,88.33,71.74,50.58,135.0
1588748869930,88.48,71.95,50.7,135.2
1588748869950,88.6,71.99,50.81,135.35
1588748869971,88.73,71.96,50.9,135.5
1588748869992,88.82,71.9,50.92,135.59
1588748870013,88.91,71.84,51.0,135.69
1588748870034,89.0,71.77,51.0,135.79
1588748870055,89.04,71.75,50.98,135.82
1588748870077,89.11,71.75,51.06,135.82
1588748870097,89.24,71.86,51.09,135.97
1588748870117,89.34,71.81,51.03,136.02
1588748870138,89.4,71.8,50.95,135.99
1588748870158,89.39,71.66,50.68,135.79
1588748870178,89.28,71.57,50.47,135.62
1588748870199,89.03,71.44,50.17,135.24
1588748870219,88.76,71.43,50.07,134.87
1588748870240,88.53,71.38,49.98,134.62
1588748870260,88.36,71.3,50.07,134.4
1588748870280,88.36,71.37,50.21,134.4
1588748870300,88.35,71.42,50.4,134.5
1588748870320,88.4,71.53,50.55,134.77
1588748870341,88.51,71.67,50.73,135.04
1588748870361,88.6,71.73,50.75,135.37
1588748870382,88.65,71.76,50.74,135.49
1588748870402,88.68,71.77,50.72,135.64
1588748870427,88.7,71.85,50.72,135.79
1588748870448,88.66,72.14,50.82,135.99
1588748870468,88.69,72.36,50.84,136.27
1588748870488,88.68,72.62,50.77,136.48
1588748870509,88.67,72.82,50.73,136.58
1588748870530,88.58,72.88,50.64,136.55
1588748870550,88.46,72.79,50.58,136.3
1588748870571,88.28,72.57,50.47,135.95
1588748870592,88.23,72.39,50.39,135.75
1588748870613,88.19,72.22,50.41,135.57
1588748870634,88.12,72.09,50.45,135.47
1588748870654,88.14,71.96,50.68,135.42
1588748870678,88.16,71.81,50.88,135.5
1588748870699,88.27,71.66,51.21,135.7
1588748870719,88.27,71.56,51.29,135.85
1588748870740,88.34,71.62,51.32,136.01
1588748870760,88.43,71.67,51.33,136.18
1588748870780,88.54,71.68,51.32,136.29
1588748870801,88.73,71.7,51.31,136.32
1588748870821,88.8,71.61,51.28,136.34
1588748870842,89.03,71.58,51.22,136.42
1588748870862,89.27,71.56,51.08,136.53
1588748870886,89.42,71.46,50.94,136.61
1588748870906,89.55,71.49,50.72,136.66
1588748870928,89.6,71.46,50.52,136.59
1588748870948,89.53,71.46,50.29,136.44
1588748870968,89.39,71.48,50.1,136.26
1588748870990,89.15,71.49,49.98,136.06
1588748871011,88.8,71.55,49.95,135.68
1588748871032,88.5,71.5,49.86,135.3
1588748871052,88.24,71.48,49.79,135.05
1588748871076,88.1,71.51,49.6,134.87
1588748871097,87.9,71.62,49.43,134.65
1588748871117,87.86,71.59,49.34,134.52
1588748871137,87.8,71.54,49.23,134.42
1588748871157,87.77,71.43,49.21,134.3
1588748871177,87.73,71.41,49.34,134.25
1588748871197,87.73,71.33,49.58,134.17
1588748871217,87.69,71.36,49.81,134.3
1588748871238,87.68,71.41,50.07,134.4
1588748871258,87.67,71.54,50.33,134.5
1588748871279,87.63,71.64,50.5,134.62
1588748871299,87.54,71.7,50.71,134.67
1588748871319,87.42,71.81,50.76,134.6
1588748871340,87.38,71.94,50.82,134.62
1588748871360,87.37,72.0,50.8,134.6
1588748871381,87.44,72.15,50.81,134.67
1588748871401,87.53,72.23,50.82,134.85
1588748871421,87.52,72.29,50.88,134.97
1588748871442,87.47,72.33,50.85,134.97
1588748871462,87.31,72.34,50.81,134.84
1588748871482,87.16,72.27,50.76,134.79
1588748871502,87.14,72.33,50.67,134.77
1588748871526,87.21,72.26,50.53,134.84
1588748871547,87.38,72.19,50.31,134.87
1588748871568,87.5,72.16,50.19,134.94
1588748871588,87.72,72.07,50.15,134.97
1588748871608,87.89,72.07,50.14,135.12
1588748871629,87.97,72.06,50.18,135.17
1588748871649,87.99,72.0,50.12,135.12
1588748871669,87.9,71.91,50.03,134.95
1588748871690,87.79,71.74,49.94,134.67
1588748871710,87.76,71.56,49.85,134.47
1588748871730,87.72,71.31,49.75,134.35
1588748871750,87.77,71.14,49.73,134.22
1588748871770,87.81,71.03,49.72,134.25
1588748871791,87.87,70.97,49.74,134.35
1588748871811,88.04,70.94,49.81,134.37
1588748871832,88.14,70.93,49.85,134.37
1588748871852,88.26,70.93,49.9,134.39
1588748871876,88.42,71.05,49.98,134.41
1588748871897,88.59,71.02,49.97,134.44
1588748871917,88.64,70.94,49.99,134.43
1588748871937,88.7,70.87,49.95,134.46
1588748871957,88.74,70.77,50.0,134.56
1588748871978,88.74,70.85,50.0,134.63
1588748871999,88.78,71.02,50.02,134.9
1588748872020,88.7,71.17,50.01,134.97
1588748872041,88.62,71.18,50.04,135.07
1588748872061,88.53,71.12,50.02,134.97
1588748872081,88.37,71.06,50.01,134.8
1588748872101,88.35,70.94,49.95,134.57
1588748872122,88.44,70.91,49.88,134.52
1588748872143,88.62,70.88,49.79,134.55
1588748872163,88.84,70.88,49.71,134.55
1588748872184,89.08,70.82,49.65,134.57
1588748872208,89.17,70.76,49.51,134.59
1588748872228,89.23,70.82,49.47,134.69
1588748872249,89.27,70.98,49.46,134.87
1588748872269,89.18,71.09,49.42,134.94
1588748872290,89.0,71.14,49.32,134.89
1588748872310,88.72,71.11,49.25,134.77
1588748872331,88.61,71.09,49.19,134.67
1588748872352,88.33,71.14,49.07,134.35
1588748872372,88.25,71.15,49.03,134.3
1588748872393,88.16,71.28,49.1,134.35
1588748872414,88.24,71.49,49.14,134.61
1588748872435,88.41,71.64,49.19,134.76
1588748872456,88.61,71.75,49.27,134.96
1588748872478,88.74,71.71,49.35,135.08
1588748872498,88.99,71.63,49.44,135.28
1588748872518,89.0,71.48,49.48,135.26
1588748872539,88.96,71.36,49.43,135.24
1588748872559,88.96,71.36,49.43,135.16
1588748872580,88.88,71.36,49.5,135.16
1588748872600,88.7,71.4,49.62,135.11
1588748872620,88.58,71.44,49.75,134.96
1588748872641,88.4,71.34,49.87,134.84
1588748872661,88.18,71.13,49.98,134.65
1588748872683,88.01,70.83,50.07,134.42
1588748872704,87.75,70.52,50.0,134.11
1588748872726,87.6,70.33,49.92,133.89
1588748872746,87.52,70.06,49.83,133.64
1588748872769,87.51,69.99,49.71,133.52
1588748872790,87.71,70.05,49.64,133.64
1588748872811,87.94,70.19,49.61,133.84
1588748872832,88.4,70.45,49.67,134.35
1588748872852,88.71,70.58,49.84,134.74
1588748872877,88.94,70.71,49.92,135.13
1588748872898,89.19,70.79,50.12,135.5
1588748872919,89.27,70.88,50.27,135.67
1588748872940,89.26,71.01,50.34,135.72
1588748872961,89.17,71.14,50.41,135.84
1588748872982,89.17,71.36,50.48,135.99
1588748873003,89.11,71.6,50.57,136.16
1588748873027,89.16,71.71,50.66,136.38
1588748873047,89.25,71.72,50.75,136.56
1588748873067,89.41,71.6,50.71,136.53
1588748873088,89.42,71.49,50.64,136.4
1588748873109,89.39,71.27,50.46,136.13
1588748873130,89.27,71.18,50.39,135.95
1588748873151,89.13,71.14,50.31,135.8
1588748873171,89.02,71.19,50.37,135.83
1588748873191,88.86,71.25,50.43,135.8
1588748873211,88.67,71.21,50.55,135.73
1588748873231,88.59,71.21,50.62,135.73
1588748873251,88.48,71.23,50.64,135.78
1588748873272,88.58,71.31,50.63,135.85
1588748873292,88.63,71.34,50.62,136.05
1588748873312,88.75,71.43,50.54,136.15
1588748873335,88.83,71.5,50.44,136.2
1588748873356,88.93,71.53,50.23,136.25
1588748873378,88.97,71.5,50.08,136.13
1588748873398,89.07,71.46,50.12,136.06
1588748873418,89.17,71.35,50.24,135.98
1588748873439,89.21,71.32,50.37,135.93
1588748873459,89.23,71.28,50.56,136.0
1588748873479,89.27,71.26,50.61,135.95
1588748873499,89.21,71.28,50.65,135.86
1588748873519,89.14,71.3,50.68,135.83
1588748873540,89.09,71.27,50.68,135.7
1588748873561,88.98,71.2,50.73,135.51
1588748873582,88.93,71.04,50.69,135.28
1588748873603,88.96,70.89,50.65,135.06
1588748873627,89.01,70.69,50.55,134.89
1588748873648,88.98,70.55,50.53,134.7
1588748873668,88.99,70.57,50.5,134.67
1588748873688,89.0,70.58,50.51,134.7
1588748873708,89.01,70.72,50.55,134.82
1588748873728,88.99,70.76,50.58,134.89
1588748873748,88.89,70.8,50.61,135.03
1588748873770,88.88,70.77,50.8,135.13
1588748873790,88.95,70.75,50.9,135.3
1588748873810,88.95,70.68,51.04,135.37
1588748873831,88.97,70.64,51.08,135.3
1588748873852,88.88,70.52,51.07,135.13
1588748873872,88.81,70.55,50.91,134.98
1588748873892,88.78,70.55,50.74,134.79
1588748873912,88.68,70.63,50.5,134.67
1588748873933,88.57,70.69,50.25,134.47
1588748873953,88.43,70.66,50.03,134.33
1588748873977,88.42,70.67,49.84,134.28
1588748873998,88.35,70.68,49.66,134.23
1588748874018,88.31,70.65,49.57,134.18
1588748874039,88.23,70.71,49.49,134.23
1588748874059,88.21,70.84,49.48,134.21
1588748874079,88.11,70.88,49.46,134.23
1588748874099,87.99,70.99,49.51,134.23
1588748874119,87.92,71.06,49.58,134.23
1588748874139,87.98,71.18,49.69,134.4
1588748874159,88.08,71.33,49.88,134.68
1588748874179,88.24,71.48,50.16,134.97
1588748874199,88.42,71.71,50.5,135.28
1588748874219,88.54,71.89,50.58,135.5
1588748874240,88.53,72.02,50.66,135.54
1588748874260,88.54,72.11,50.53,135.57
1588748874280,88.61,72.16,50.42,135.57
1588748874300,88.65,72.12,50.16,135.59
1588748874321,88.63,72.02,49.97,135.67
1588748874342,88.75,71.99,49.92,135.74
1588748874362,88.76,71.93,49.93,135.84
1588748874383,88.79,71.82,49.9,135.83
1588748874403,88.71,71.68,49.92,135.71
1588748874427,88.56,71.55,49.89,135.45
1588748874448,88.49,71.47,50.1,135.45
1588748874469,88.43,71.42,50.33,135.54
1588748874490,88.41,71.53,50.64,135.76
1588748874510,88.49,71.61,50.73,135.86
1588748874530,88.58,71.69,50.73,135.95
1588748874550,88.59,71.79,50.69,136.0
1588748874571,88.58,71.94,50.57,135.95
1588748874592,88.56,72.07,50.59,135.95
1588748874613,88.6,72.26,50.58,135.97
1588748874634,88.8,72.46,50.68,136.06
1588748874654,88.92,72.48,50.82,136.16
1588748874678,89.03,72.42,50.96,136.26
1588748874699,88.98,72.21,50.94,136.19
1588748874719,88.92,71.94,50.73,136.0
1588748874740,88.75,71.7,50.56,135.74
1588748874760,88.53,71.42,50.31,135.4
1588748874781,88.41,71.31,50.14,135.19
1588748874801,88.2,71.19,49.81,134.88
1588748874821,88.17,71.09,49.66,134.69
1588748874842,88.19,71.1,49.52,134.71
1588748874862,88.32,71.08,49.56,134.73
1588748874882,88.52,71.11,49.63,134.93
1588748874902,88.68,71.17,49.73,135.17
1588748874922,88.87,71.25,49.82,135.46
1588748874943,89.04,71.32,49.93,135.66
1588748874964,89.24,71.48,50.03,135.88
1588748874985,89.36,71.7,50.0,136.17
1588748875006,89.48,72.0,49.96,136.47
1588748875028,89.59,72.22,50.0,136.67
1588748875048,89.67,72.48,50.12,136.8
1588748875068,89.61,72.64,50.26,137.01
1588748875089,89.47,72.72,50.4,137.15
1588748875109,89.34,72.88,50.51,137.27
1588748875129,89.25,73.01,50.62,137.41
1588748875149,89.15,73.17,50.71,137.68
1588748875169,89.13,73.25,50.76,138.0
1588748875189,89.1,73.27,50.71,138.13
1588748875210,89.16,73.2,50.78,138.24
1588748875231,89.24,73.19,50.78,138.47
1588748875252,89.44,73.23,50.92,138.94
1588748875272,89.6,73.35,51.02,139.37
1588748875297,89.77,73.35,51.21,139.64
1588748875318,89.94,73.47,51.32,139.77
1588748875339,90.07,73.49,51.4,139.72
1588748875359,90.2,73.51,51.6,139.66
1588748875380,90.25,73.61,51.75,139.61
1588748875400,90.26,73.52,51.87,139.44
1588748875420,90.06,73.41,51.93,139.14
1588748875440,89.8,73.25,52.01,138.82
1588748875460,89.52,73.07,51.94,138.31
1588748875481,89.27,72.84,51.9,137.94
1588748875502,89.12,72.54,51.86,137.59
1588748875522,89.18,72.45,51.77,137.49
1588748875542,89.34,72.37,51.69,137.49
1588748875562,89.53,72.32,51.55,137.54
1588748875582,89.65,72.27,51.5,137.51
1588748875602,89.65,72.27,51.5,137.59
1588748875623,89.59,72.31,51.39,137.59
1588748875644,89.43,72.31,51.33,137.46
1588748875665,89.21,72.28,51.32,137.24
1588748875685,88.99,72.24,51.33,137.02
1588748875706,88.82,72.33,51.36,136.81
1588748875728,88.69,72.29,51.41,136.73
1588748875748,88.54,72.31,51.45,136.62
1588748875770,88.46,72.32,51.47,136.49
1588748875790,88.38,72.27,51.38,136.4
1588748875810,88.44,72.2,51.35,136.22
1588748875831,88.52,72.16,51.35,136.13
1588748875852,88.7,71.91,51.3,135.97
1588748875872,88.76,71.69,51.28,135.86
1588748875893,88.86,71.5,51.2,135.81
1588748875913,88.89,71.41,51.2,135.78
1588748875938,88.91,71.3,51.21,135.72
1588748875959,88.91,71.1,51.2,135.64
1588748875980,88.88,71.01,51.13,135.49
1588748876001,88.55,70.81,50.91,135.02
1588748876022,88.12,70.57,50.79,134.55
1588748876043,87.77,70.4,50.65,134.3
1588748876067,87.62,70.4,50.65,134.3
1588748876087,87.55,70.54,50.63,134.43
1588748876107,87.63,70.69,50.68,134.63
1588748876127,87.74,70.71,50.62,134.76
1588748876148,87.82,70.64,50.62,134.76
1588748876168,87.77,70.6,50.67,134.61
1588748876188,87.63,70.41,50.59,134.32
1588748876211,87.49,70.43,50.54,134.14
1588748876231,87.35,70.38,50.59,134.04
1588748876251,87.3,70.56,50.68,134.09
1588748876272,87.31,70.78,50.88,134.37
1588748876293,87.39,71.0,51.09,134.73
1588748876313,87.52,71.27,51.27,135.04
1588748876334,87.74,71.48,51.46,135.37
1588748876355,88.01,71.73,51.54,135.79
1588748876377,88.35,71.96,51.64,136.15
1588748876398,88.59,72.15,51.7,136.52
1588748876419,88.85,72.13,51.7,136.84
1588748876440,89.04,72.05,51.5,136.9
1588748876461,89.12,72.02,51.35,136.98
1588748876482,89.08,71.97,51.27,137.01
1588748876502,88.98,71.94,51.23,137.01
1588748876522,88.9,71.93,51.22,136.86
1588748876542,88.77,71.89,51.26,136.62
1588748876563,88.45,71.82,51.29,136.33
1588748876583,88.19,71.81,51.31,136.18
1588748876603,88.0,71.95,51.31,136.07
1588748876628,87.94,72.07,51.31,136.17
1588748876649,87.88,72.42,51.31,136.34
1588748876669,87.97,72.52,51.36,136.39
1588748876690,88.1,72.58,51.58,136.6
1588748876711,88.28,72.59,51.79,136.91
1588748876732,88.53,72.57,52.05,137.33
1588748876753,88.81,72.59,52.33,137.73
1588748876777,89.1,72.6,52.6,138.13
1588748876798,89.38,72.67,52.84,138.56
1588748876818,89.65,72.75,52.88,138.78
1588748876839,89.9,72.74,52.83,138.97
1588748876859,89.97,72.72,52.71,139.0
1588748876880,90.01,72.67,52.57,138.9
1588748876900,89.97,72.56,52.4,138.61
1588748876920,89.88,72.47,52.14,138.43
1588748876941,89.81,72.25,52.03,138.24
1588748876961,89.81,72.2,51.84,138.05
1588748876982,89.71,72.03,51.62,137.81
1588748877002,89.64,71.98,51.42,137.55
1588748877022,89.51,71.93,51.23,137.39
1588748877042,89.38,71.89,51.13,137.23
1588748877062,89.31,71.91,51.09,137.2
1588748877082,89.13,71.91,51.11,137.04
1588748877102,88.85,71.89,51.19,136.78
1588748877127,88.69,71.82,51.22,136.49
1588748877148,88.51,71.8,51.29,136.23
1588748877169,88.5,71.86,51.25,136.26
1588748877190,88.53,71.94,51.15,136.34
1588748877211,88.69,71.94,51.13,136.39
1588748877232,88.85,71.91,51.21,136.63
1588748877252,88.97,71.85,51.36,136.82
1588748877277,89.06,71.76,51.66,136.95
1588748877298,89.09,71.71,51.9,137.09
1588748877319,89.12,71.59,51.95,137.16
1588748877340,89.17,71.59,52.04,137.16
1588748877361,89.19,71.55,51.97,137.1
1588748877382,89.29,71.46,51.83,137.01
1588748877402,89.27,71.56,51.74,136.9
1588748877427,89.23,71.77,51.52,137.03
1588748877448,89.26,72.14,51.45,137.23
1588748877469,89.24,72.36,51.47,137.38
1588748877490,89.24,72.55,51.44,137.45
1588748877511,89.12,72.7,51.41,137.54
1588748877532,88.94,72.83,51.2,137.39
1588748877556,88.82,72.87,51.11,137.27
1588748877577,88.77,73.0,51.07,137.07
1588748877598,88.81,72.99,51.05,136.87
1588748877619,88.75,72.99,51.0,136.49
1588748877640,88.51,72.86,50.89,136.12
1588748877660,88.33,72.62,50.79,135.59
1588748877681,88.16,72.45,50.71,135.29
1588748877702,87.94,72.03,50.56,134.86
1588748877726,87.91,71.83,50.5,134.78
1588748877747,87.95,71.81,50.44,134.9
